bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price
4,1,1440,1.5,1440,0,1906,2014,3006 NW 60th St,Seattle,WA 98107,USA,500000
2,1,900,1,900,0,1905,0,8523 Dallas Ave S,Seattle,WA 98108,USA,191000
6,4,3120,2,2090,1030,1993,0,7945 14th Ave SW,Seattle,WA 98106,USA,315000
3,2.5,1060,2,1060,0,2000,0,2922 NW 85th St,Seattle,WA 98117,USA,415000
4,2.5,3000,2,3000,0,2002,0,26309 235th Ave SE,Maple Valley,WA 98038,USA,394000
3,2.5,2230,2,2230,0,2000,0,7325 Heather Ave SE,Snoqualmie,WA 98065,USA,490000
5,1.75,1890,1.5,1090,800,1906,2014,1126 NW 58th St,Seattle,WA 98107,USA,523460
4,3.5,4150,2,4150,0,2006,0,11824 SE 290th Pl,Auburn,WA 98092,USA,550000
3,1.75,1780,1,1280,500,1981,2013,15634 129th Pl SE,Renton,WA 98058,USA,342000
4,2.5,2710,2,2710,0,2003,0,612 Orcas Ave NE,Renton,WA 98059,USA,560000
4,4.25,4390,2,3320,1070,2003,0,5160 235th Pl SE,Issaquah,WA 98029,USA,1050000
2,1.5,1640,1.5,1540,100,1916,0,4532 Latona Ave NE,Seattle,WA 98105,USA,710000
3,2.25,1670,1.5,1670,0,1903,2005,715 W Howe St,Seattle,WA 98119,USA,1020000
3,2.5,2570,2,2570,0,1989,0,9531 S 204th Pl,Kent,WA 98031,USA,399950
2,1,1500,1,1500,0,1902,0,4422 Woodlawn Ave N,Seattle,WA 98103,USA,480000
3,1,2710,2,2710,0,1950,1983,17449 Sylvester Rd SW,Burien,WA 98166,USA,410000
4,1.75,2860,1,1710,1150,1978,0,18926 NE 183rd St,Woodinville,WA 98077,USA,530000
2,0.75,840,1,840,0,1937,0,8907 SW Quartermaster Dr,Vashon,WA 98070,USA,528000
4,2.5,2990,2,2990,0,1991,0,18626 136th Pl SE,Renton,WA 98058,USA,469900
5,1,1170,1,800,370,1944,0,14327 24th Ave NE,Seattle,WA 98125,USA,397000
3,1.5,1200,1,1030,170,1952,2008,326 36th Ave E,Seattle,WA 98112,USA,718500
2,1,1020,1,1020,0,1940,1996,11819 1st Avenue South,Seattle,WA 98168,USA,195000
2,1,910,1,910,0,1948,0,15322 26th Ave NE,Shoreline,WA 98155,USA,285000
1,1,700,1,700,0,1907,0,4108 25th Ave SW,Seattle,WA 98106,USA,295000
4,1.75,2420,1,1880,540,1981,0,23607 NE 72nd St,Redmond,WA 98053,USA,602000
3,1.75,1950,1,1950,0,1960,2012,18201-18223 114th Ave SE,Renton,WA 98055,USA,235000
4,2.5,3060,2,3060,0,2012,1912,21212 SE 260th St,Maple Valley,WA 98038,USA,465000
4,1,1390,1,1390,0,1955,2013,3915 S 238th St,Kent,WA 98032,USA,234000
2,1.5,1200,3,1200,0,2008,0,3467 Meridian Ave N,Seattle,WA 98103,USA,504200
3,2.5,2440,2,2440,0,2003,0,6625 188th Pl NE,Redmond,WA 98052,USA,710000
3,3.25,2310,2,1730,580,2005,0,4405 40th Ave SW,Seattle,WA 98116,USA,589500
3,2.75,2600,1.5,2600,0,2009,0,69506 NE Money Creek Rd,Skykomish,WA 98288,USA,415000
3,2.25,1490,2,1040,450,2011,0,425 15th Ave E,Seattle,WA 98112,USA,735000
3,2.5,2432,2,2432,0,2005,0,28461 54th Ave S,Federal Way,WA 98001,USA,427000
4,2.75,3610,2,3610,0,2014,0,12440 NE 73rd St,Kirkland,WA 98033,USA,982000
4,3,2530,2,2530,0,2013,1923,111 S 192nd St,Burien,WA 98148,USA,459000
4,2.75,2790,2,2790,0,2014,0,897 SE 11th St,North Bend,WA 98045,USA,483453
3,3,1670,1,1670,0,2014,0,495 Petersen Dr E,Enumclaw,WA 98022,USA,246950
1,1.5,1170,2,1070,100,2007,0,3003 SW Cycle Ct,Seattle,WA 98126,USA,235000
4,2,1350,3,1350,0,2008,0,916 4th Ave NE,Issaquah,WA 98029,USA,288790
2,1.75,1110,2,1110,0,2014,0,4217 Renton Ave S,Seattle,WA 98108,USA,229800
1,1.25,1100,3,1100,0,2014,0,416 19th Ave E,Seattle,WA 98112,USA,516500
3,4.25,2820,2,2460,360,1930,0,3221 E Morley Way,Seattle,WA 98112,USA,1600000
3,1,1040,1,1040,0,1983,2009,26720 NE Stewart St,Duvall,WA 98019,USA,234000
2,1.75,1910,2,1910,0,1980,0,213th Ave SE,Maple Valley,WA 98038,USA,230000
4,1,1370,1,1370,0,1949,1998,14709 26th Ave NE,Shoreline,WA 98155,USA,300000
3,1.5,1500,1.5,1140,360,1927,0,6737-6741 13th Ave NW,Seattle,WA 98117,USA,470000
3,1,1200,1,1200,0,1969,0,8860 122nd Ct SE,Newcastle,WA 98056,USA,339900
2,1,1050,1,880,170,1904,0,1723 27th Ave,Seattle,WA 98122,USA,650000
5,2.5,2670,1.5,1620,1050,1920,0,2500 NE 100th St,Seattle,WA 98125,USA,585000
4,2.5,2190,1,1430,760,1972,0,4421 145th Ave SE,Bellevue,WA 98006,USA,699900
4,2.5,3130,2,3130,0,1994,0,46300 SE 137th St,North Bend,WA 98045,USA,598000
3,2.5,1700,1,1160,540,1998,2006,7318 36th Ave SW,Seattle,WA 98126,USA,475000
3,1.75,1700,1,1200,500,1978,0,26522 214th Ave SE,Maple Valley,WA 98038,USA,314500
3,3.5,1360,2,1240,120,2007,0,1337 14th Ave S,Seattle,WA 98144,USA,397000
3,2,1610,1,1610,0,1986,0,31907 NE 102nd Pl,Carnation,WA 98014,USA,345000
5,2.75,2130,1,1300,830,1991,0,4443 S Camano Pl,Seattle,WA 98118,USA,325000
3,1,1800,1,1800,0,1957,0,600 Jefferson Ave NE,Renton,WA 98056,USA,265000
4,2.75,2950,1,2120,830,1974,0,24204-24298 142nd Ave SE,Kent,WA 98042,USA,402000
3,2.25,2120,2,2120,0,1964,0,4204 134th Ave NE,Bellevue,WA 98005,USA,835000
4,2.5,3500,2,3500,0,2005,0,8906-8914 236th Ave NE,Redmond,WA 98053,USA,780000
3,2,1440,1,1440,0,1965,1993,25816 13th Pl S,Des Moines,WA 98198,USA,250000
4,2,2120,2,2120,0,1905,2010,420 17th Ave E,Seattle,WA 98112,USA,1200000
2,2.5,1780,2,1780,0,1974,0,223 98th Ave NE,Bellevue,WA 98004,USA,935000
2,1,960,1,960,0,1947,2012,2610 NE 145th St,Shoreline,WA 98155,USA,300000
2,1.75,1510,1,1510,0,2006,0,13471 Adair Creek Way NE,Redmond,WA 98053,USA,419000
1,1.5,1010,1,1010,0,1911,1948,4611 SW Maple Way,Seattle,WA 98136,USA,410000
3,3,3790,2,2810,980,1989,0,3809 E Alder St,Seattle,WA 98122,USA,1165000
3,1.75,3600,2,2400,1200,1948,0,13017 NE 100th St,Kirkland,WA 98033,USA,461000
3,1.75,1300,1,1300,0,1968,1997,13420 121st Ave NE,Kirkland,WA 98034,USA,385000
4,2.25,2500,1.5,1520,980,1940,2001,8044 20th Ave NW,Seattle,WA 98117,USA,669500
3,2.25,2090,1,1440,650,1958,2004,4401 NE 95th St,Seattle,WA 98115,USA,491950
3,1.75,2200,1.5,2200,0,1948,2003,9329 SE Shoreland Dr,Bellevue,WA 98004,USA,1230000
3,2.25,2070,1.5,2070,0,1955,2013,5121 NE 187th St,Lake Forest Park,WA 98155,USA,560000
3,1,1320,1,1320,0,1982,0,14744 31st Ave NE,Shoreline,WA 98155,USA,370000
4,2,1360,1,960,400,1960,2012,36656 55th Pl S,Auburn,WA 98001,USA,263400
2,1,930,1,930,0,1942,0,1038 SW 152nd St,Burien,WA 98166,USA,100000
3,2.5,1760,1.5,1760,0,1937,0,15827 7th Pl S,Burien,WA 98148,USA,289950
3,1.75,1410,2,1410,0,1985,0,22036 SE 268th St,Maple Valley,WA 98038,USA,263000
4,2.5,2570,2,2570,0,1992,0,22200 SE 255th St,Maple Valley,WA 98038,USA,397500
3,2.75,1300,1,860,440,1996,0,11748 SE 264th St,Kent,WA 98030,USA,245000
3,1,1580,1,1180,400,1925,2002,2108 W Bertona St,Seattle,WA 98199,USA,535000
4,2.5,2960,2,2960,0,2005,0,22614 SE 270th Pl,Maple Valley,WA 98038,USA,449000
4,3,2330,2,1920,410,2003,0,5294-5296 19th Pl S,Seattle,WA 98108,USA,490000
4,2.25,2070,1,1470,600,1977,2004,20143 47th Ave NE,Lake Forest Park,WA 98155,USA,445800
2,1,970,1,970,0,1932,1958,5601 29th Ave SW,Seattle,WA 98126,USA,345000
3,2.25,2310,2,2310,0,1990,2009,11103 SE 219th Pl,Kent,WA 98031,USA,327500
4,2.5,2290,2,2290,0,1988,0,133rd Ave SE,Renton,WA 98058,USA,436500
3,2.25,1720,1,1220,500,1967,0,5606 160th Ave NE,Redmond,WA 98052,USA,550000
2,1.5,1190,1,990,200,1919,2001,6008 8th Ave NE,Seattle,WA 98115,USA,441000
2,1,870,1,870,0,1947,1988,4437 49th Ave SW,Seattle,WA 98116,USA,406500
2,1.5,1068,2,1068,0,1990,2009,7231 NE 171st Ln,Kenmore,WA 98028,USA,243000
4,2.75,2140,2,2140,0,1993,0,27721 48th Ave S,Auburn,WA 98001,USA,359500
4,2.5,3300,2,3300,0,1984,0,19014 233rd Ave NE,Woodinville,WA 98077,USA,760000
5,4.25,4830,2.5,3710,1120,1914,1945,2653 Cascadia Ave S,Seattle,WA 98144,USA,1925000
5,3.25,2820,1.5,2320,500,1906,2014,7403 48th Ave S,Seattle,WA 98118,USA,408000
4,3,2440,2,1890,550,1981,2013,18713 66th Ave NE,Kenmore,WA 98028,USA,480000
4,1.5,1800,1.5,1800,0,1929,0,2304 N 44th St,Seattle,WA 98103,USA,875000
3,1,1010,1,1010,0,1954,1979,5968 44th Ave S,Seattle,WA 98118,USA,308000
4,2.75,3220,1.5,2320,900,1931,0,5720 Princeton Ave NE,Seattle,WA 98105,USA,880000
5,3.5,5000,2,3410,1590,2008,0,4419 Ferncroft Rd,Mercer Island,WA 98040,USA,1730000
2,1,1200,2,1200,0,1976,0,3009 W Ames Lake Dr NE,Redmond,WA 98053,USA,170000
3,2.25,1470,2,1470,0,1985,0,4327 242nd Pl SE,Issaquah,WA 98029,USA,491500
3,2.5,2600,2,2600,0,2003,0,14811 89th Pl NE,Kenmore,WA 98028,USA,515000
4,1.5,2750,1,1500,1250,1958,0,18647 108th Ave SE,Renton,WA 98055,USA,550000
2,1,1320,1,940,380,1919,2001,3822 Martin Luther King Jr Way S,Seattle,WA 98108,USA,255000
3,2.5,3350,2,2550,800,2005,0,10068 NE 142nd Pl,Kirkland,WA 98034,USA,635000
3,2.5,2650,2,1830,820,1920,1979,408 W Lee St,Seattle,WA 98119,USA,850000
2,2,1860,1,1260,600,1952,2008,11263-11611 Beacon Ave S,Seattle,WA 98178,USA,265000
3,1,960,1,960,0,1958,1972,137 NE 193rd St,Shoreline,WA 98155,USA,349810
4,1.75,2010,1,1610,400,1937,0,2827 43rd Ave W,Seattle,WA 98199,USA,972000
2,1,900,1,900,0,1928,0,8406 Railroad Ave,Snoqualmie,WA 98065,USA,235000
4,2.5,2340,2,2340,0,1997,0,24200-24498 144th Ave SE,Kent,WA 98042,USA,330000
4,3,3720,3,3720,0,1979,2014,10218 147th Ave SE,Renton,WA 98059,USA,500000
3,2,1890,1,1470,420,1949,2013,12933 SE 46th Ln,Bellevue,WA 98006,USA,570000
4,2.5,2680,1,1590,1090,1956,2001,18051 Normandy Terrace SW,Normandy Park,WA 98166,USA,1309500
3,2.5,1460,2,1180,280,2007,0,6710 Alonzo Ave NW,Seattle,WA 98117,USA,544000
3,2.5,3180,1,1810,1370,2006,0,2813 NE 4th Ct,Renton,WA 98056,USA,439000
4,2.25,1980,2,1980,0,1981,2013,20703 NE 42nd Pl,Sammamish,WA 98074,USA,530000
2,2,1090,3,1090,0,2008,0,1700 Dexter Ave N,Seattle,WA 98109,USA,427500
4,2.5,2230,2,2230,0,2002,0,15731 SE 253rd Pl,Covington,WA 98042,USA,337000
4,2.75,3330,2,3330,0,1995,0,11217 NE 90th St,Kirkland,WA 98033,USA,1095000
4,2,1880,1,970,910,1904,0,1101 23rd Ave S,Seattle,WA 98144,USA,435000
5,3,2870,1,1950,920,1964,2000,4520 Sunnyside Ave N,Seattle,WA 98103,USA,765000
4,1.75,2120,1,1640,480,1967,2011,520 NW 201st Pl,Shoreline,WA 98177,USA,492650
4,2.5,2700,2,2700,0,2001,0,14911 57th Ave S,Tukwila,WA 98168,USA,383962
4,2.5,3670,2.5,3670,0,2007,0,2913 NE Davis Loop,Issaquah,WA 98029,USA,950000
3,2.5,1220,2,1010,210,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA,457000
5,3.25,4390,2,4390,0,2007,0,8442 SE 36th St,Mercer Island,WA 98040,USA,1510000
4,2.5,3560,3,3560,0,2014,0,17122 NE 117th St,Redmond,WA 98052,USA,882566
4,3.25,3530,2,3530,0,2007,0,10815 110th Ave NE,Kirkland,WA 98033,USA,963000
4,2.5,2280,2,2280,0,2006,0,27019 228th Pl SE,Maple Valley,WA 98038,USA,345000
4,3.75,4350,2,4350,0,2013,1923,2000-2098 102nd Ave NE,Bellevue,WA 98004,USA,2065000
3,3.5,3830,2,3530,300,1993,0,18810 236th Ave NE,Woodinville,WA 98077,USA,800000
3,2,2050,1,2050,0,1993,0,37128 19th Way S,Federal Way,WA 98003,USA,314500
3,2.5,3660,2,3260,400,1989,0,27699 SE 401st St,Enumclaw,WA 98022,USA,530000
4,2.5,3350,2,3350,0,2004,2003,28815 237th Pl SE,Black Diamond,WA 98010,USA,650000
3,2,1270,1,1270,0,1963,2008,2709 E Marion St,Seattle,WA 98122,USA,349500
4,3.5,3400,2.5,2790,610,2008,0,2303 E Valley St,Seattle,WA 98112,USA,1198000
3,1,1200,1,1200,0,1959,1989,1419 Farrelly St,Enumclaw,WA 98022,USA,165050
3,2.5,2200,2,2200,0,1978,0,1430-1920 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA,580000
3,2.5,1680,1,1080,600,1959,1989,10843-10857 8th Ave SW,Seattle,WA 98146,USA,330000
5,3.5,3840,2,3840,0,2001,0,21033 SE 5th St,Sammamish,WA 98074,USA,875000
2,1,950,1,850,100,1926,2003,4024 Phinney Ave N,Seattle,WA 98103,USA,500000
4,2.5,2280,2,2280,0,1994,0,19901-19999 SE 290th Pl,Kent,WA 98042,USA,445000
4,2.5,1970,2,1970,0,1987,2000,28206 130th Ave SE,Kent,WA 98030,USA,274900
3,1.5,1620,1,1620,0,1967,0,17459 SE 262nd St,Covington,WA 98042,USA,219950
4,2.5,2600,2,2600,0,1962,2002,9041 49th Ave NE,Seattle,WA 98115,USA,691500
2,1,1250,1,850,400,1929,0,7031 18th Ave NW,Seattle,WA 98117,USA,459500
4,1.75,2130,1.5,2130,0,1914,1993,2572 5th Ave W,Seattle,WA 98119,USA,955500
4,1.75,2550,1,1300,1250,1978,0,19254 121st Pl SE,Kent,WA 98031,USA,328950
3,1,1150,1.5,1150,0,1927,2011,227 W 2nd St,North Bend,WA 98045,USA,307000
3,1.75,1040,1,1040,0,1967,0,425-445 Mt Defiance Cir SW,Issaquah,WA 98027,USA,382500
4,2.5,3340,2,3340,0,1996,0,10640 NE 46th St,Kirkland,WA 98033,USA,1150000
6,2.75,2630,2,2510,120,1900,0,5529 Wallingford Ave N,Seattle,WA 98103,USA,1297000
3,2.25,1640,2,1640,0,1994,0,4235 250th Pl SE,Issaquah,WA 98029,USA,478000
2,1,770,1,770,0,1948,0,834 NE 189th St,Shoreline,WA 98155,USA,260000
4,3.25,4350,1,2200,2150,2006,0,6407 282nd Ave SE,Issaquah,WA 98027,USA,850000
4,1.75,1700,1,1700,0,1957,2000,4003 W Emerson St,Seattle,WA 98199,USA,616000
3,1.75,2050,1,1400,650,1984,0,22607 NE 14th Dr,Sammamish,WA 98074,USA,540000
3,2.25,1660,2,1660,0,2001,0,278th Ave NE,Duvall,WA 98019,USA,300000
3,1.75,1990,1,1190,800,1977,2004,15311 NE 62nd Ct,Redmond,WA 98052,USA,507500
5,5.5,7050,1,4320,2730,1978,2000,1365 91st Ave NE,Clyde Hill,WA 98004,USA,3800000
3,2,1770,1,1770,0,1986,0,30027 58th Pl S,Auburn,WA 98001,USA,241000
3,2.25,2440,2,2090,350,1991,0,3036 E Ames Lake Dr NE,Redmond,WA 98053,USA,485000
3,2.5,2620,2,2620,0,1998,2006,23337 NE 138th Way,Woodinville,WA 98077,USA,695000
4,2.5,2440,2,2440,0,1994,0,12219 SE 80th Way,Newcastle,WA 98056,USA,548000
2,1,1080,1,1080,0,1955,2005,6439 Marshall Ave SW,Seattle,WA 98136,USA,345000
3,1,1090,1,1090,0,1962,0,1048 Redmond Ave NE,Renton,WA 98056,USA,280000
3,1.75,1400,1,1400,0,1963,2008,6217 NE 156th St,Kenmore,WA 98028,USA,450000
3,2.5,2010,2,2010,0,1994,0,8818 NE 150th St,Kenmore,WA 98028,USA,515000
3,1,1640,1.5,1500,140,1920,0,720 96th Ave NE,Bellevue,WA 98004,USA,1014250
5,2.5,3290,2,3290,0,2004,2003,3602 212th Pl SE,Sammamish,WA 98075,USA,739900
2,2.5,2510,2,2510,0,1990,2009,17221 102nd Ave NE,Bothell,WA 98011,USA,600000
2,1,860,1,860,0,1952,2008,3818 53rd Ave SW,Seattle,WA 98116,USA,370000
4,2.5,2840,1,1780,1060,1977,0,3200 130th Ave NE,Bellevue,WA 98005,USA,729032
3,1.75,1750,2,1750,0,1934,1978,30734 229th Pl SE,Black Diamond,WA 98010,USA,510000
3,1.5,1300,1,1300,0,1964,2000,14011 NE 71st Pl,Redmond,WA 98052,USA,425000
3,2.75,3890,2,3260,630,1967,2010,5226 S Morgan St,Seattle,WA 98118,USA,1080000
3,2.25,1460,3,1460,0,2006,0,11707 Greenwood Ave N,Seattle,WA 98133,USA,337000
4,1,1410,1.5,1410,0,1911,1984,621 NW 44th St,Seattle,WA 98107,USA,563000
4,2.75,3770,2,3070,700,1924,1956,3333 S Plum St,Seattle,WA 98144,USA,1695000
3,2,1190,1.5,1190,0,1907,0,8301-8399 47th Ave S,Seattle,WA 98118,USA,245000
3,2,1410,1,910,500,1947,1988,7264 27th Ave NE,Seattle,WA 98115,USA,590000
3,2,2500,1.5,1680,820,1922,1956,922 N 72nd St,Seattle,WA 98103,USA,695000
2,1,800,1,800,0,1946,0,4235 4th Ave NW,Seattle,WA 98107,USA,402500
3,2.5,2530,2,2530,0,1993,0,28219 NE 149th Pl,Duvall,WA 98019,USA,435000
3,2,2570,1,1970,600,1983,2009,15031 NE 144th St,Redmond,WA 98052,USA,660000
3,2.75,2090,1,1340,750,1987,2000,36529 2nd Ave SW,Federal Way,WA 98023,USA,300000
5,2.25,2980,1,1580,1400,1960,2012,4531 NE 106th St,Seattle,WA 98125,USA,600000
3,1.75,1170,1,1170,0,1981,2013,26118 189th Ct SE,Covington,WA 98042,USA,205000
3,3.5,2080,2,2080,0,2004,2003,28121 Maple Ridge Way SE,Maple Valley,WA 98038,USA,357500
5,3.25,3350,2,2510,840,1997,0,4776 34th Ave NE,Seattle,WA 98105,USA,1110000
2,2.5,1050,2,950,100,2007,0,101-115 26th Ave,Seattle,WA 98122,USA,332888
2,1,900,1,900,0,1979,2014,102-1/2 5th Ave SW,Pacific,WA 98047,USA,174000
2,1,1050,1,1050,0,1907,0,5609 9th Ave NW,Seattle,WA 98107,USA,515000
5,2.25,3740,1.5,2240,1500,1958,2004,22835 16th Ave S,Des Moines,WA 98198,USA,392000
4,1.75,1430,2,1430,0,1900,2005,216 20th Ave,Seattle,WA 98122,USA,485000
3,1.75,1400,1,1400,0,1984,0,230 S 317th Pl,Federal Way,WA 98003,USA,217500
3,2.25,1600,2,1600,0,1983,0,17120 166th Pl NE,Woodinville,WA 98072,USA,502000
3,2.25,2880,2,2880,0,1989,0,16614 SE 50th Pl,Bellevue,WA 98006,USA,820000
3,3.25,3140,2,2240,900,1913,0,471 Wheeler St,Seattle,WA 98109,USA,1640000
2,1,820,1,820,0,1937,1999,9852 20th Ave SW,Seattle,WA 98106,USA,102500
5,5.5,5190,2,5190,0,2001,0,6525 Cascade Ave SE,Snoqualmie,WA 98065,USA,925000
4,2.5,2180,1,1180,1000,1968,0,9003 172nd Ave NE,Redmond,WA 98052,USA,540000
2,1,910,1.5,910,0,1900,2005,100 20th Ave E,Seattle,WA 98112,USA,600000
4,1,1580,1.5,1580,0,1928,0,10041 64th Ave S,Seattle,WA 98178,USA,406000
4,3,2130,1,1440,690,1948,1985,4002 50th Ave SW,Seattle,WA 98116,USA,620000
4,2.5,4570,2,4570,0,1990,2009,1630 204th Pl NE,Sammamish,WA 98074,USA,1060000
3,2,1240,1,1000,240,1984,0,3027 230th Pl NE,Sammamish,WA 98074,USA,401000
3,1.75,1860,2,1860,0,1959,0,3450 S King St,Seattle,WA 98144,USA,725000
1,0.75,370,1,370,0,1923,0,2508 NW 67th St,Seattle,WA 98117,USA,276000
5,3.25,3130,2,2180,950,1975,0,265 Almak Ct NW,Issaquah,WA 98027,USA,500000
3,1.75,2530,1,1800,730,1977,0,16621 SE 235th St,Kent,WA 98042,USA,375000
4,4.75,3970,2,3390,580,1928,0,1323 Willard Ave W,Seattle,WA 98119,USA,2300000
3,2.25,1920,1,1300,620,1961,2001,10904 SE 212th St,Kent,WA 98031,USA,260000
4,2.75,2970,1.5,2130,840,1918,1986,9563 NE 1st St,Bellevue,WA 98004,USA,1565000
4,2.5,2300,2,2300,0,2001,0,2309 Aberdeen Ave NE,Renton,WA 98056,USA,431000
4,2.5,1830,2,1830,0,2003,0,27619 245th Ave SE,Maple Valley,WA 98038,USA,321000
4,1.5,1550,1,1180,370,1963,0,4702 S Juneau St,Seattle,WA 98118,USA,433000
4,3.5,4080,2,4080,0,2005,0,8950 237th Pl NE,Redmond,WA 98053,USA,920000
3,2.25,1710,2,1710,0,1989,0,1022 215th Ave NE,Sammamish,WA 98074,USA,482000
3,2.5,2375,2,2375,0,2002,0,6248 189th Pl NE,Redmond,WA 98052,USA,712000
4,2.75,2200,1,1100,1100,1962,0,12241 SE 62nd St,Bellevue,WA 98006,USA,505000
3,2.25,3530,1,1840,1690,1930,1993,7436 E Mercer Way,Mercer Island,WA 98040,USA,2367000
3,1.75,1110,1,1110,0,1966,0,5321-5327 156th Dr NE,Redmond,WA 98052,USA,452000
4,1,1630,1.5,1630,0,1921,2000,1819-1827 25th Ave,Seattle,WA 98122,USA,581000
4,1.5,2550,2,2550,0,1910,0,1901 25th Ave E,Seattle,WA 98112,USA,952500
4,2.25,2500,2,2500,0,1987,0,14586 NE 58th St,Bellevue,WA 98007,USA,808000
4,3,2890,1,1590,1300,1945,2013,6516 43rd Ave NE,Seattle,WA 98115,USA,476000
4,1.75,1420,1.5,1420,0,1945,0,3027 NW 67th St,Seattle,WA 98117,USA,535000
4,3.5,4270,2,3170,1100,1937,0,3017 42nd Ave W,Seattle,WA 98199,USA,1356925
3,2.5,2390,2,2220,170,2008,0,329 NE Eagle Way,Issaquah,WA 98029,USA,629800
4,2.5,2530,2,2530,0,2014,0,27416 208th Ave SE,Maple Valley,WA 98038,USA,417838
4,2.5,2701,2,2701,0,2014,0,5535 Elaine Ave SE,Auburn,WA 98092,USA,399895
4,2.75,3990,2,3990,0,2003,0,9342 221st PI NE,Redmond,WA 98053,USA,825000
4,2.5,2303,2,2303,0,2006,0,13328 SE 308 Ct,Auburn,WA 98092,USA,300000
2,2.25,1540,3,1540,0,2007,0,1816 11th Ave,Seattle,WA 98122,USA,640000
3,2.5,1450,2,940,510,2008,0,1406B NW 64th St,Seattle,WA 98107,USA,460000
2,2.5,1160,2,1040,120,2012,1912,2067 Gilman Dr W,Seattle,WA 98119,USA,525000
4,2.75,2910,2,2910,0,2013,1923,1141 SE 11th St,North Bend,WA 98045,USA,499990
4,3.5,3770,2,3770,0,2008,0,104 6th St S,Kirkland,WA 98033,USA,1020000
5,2.25,2900,1,1450,1450,1985,0,14301-14399 SE 63rd St,Bellevue,WA 98006,USA,675000
3,1.75,1540,1,770,770,1920,1979,6528 3rd Ave NW,Seattle,WA 98117,USA,512031
2,1,700,1,700,0,1918,1974,929 N 77th St,Seattle,WA 98103,USA,310000
3,2.5,3280,1,1680,1600,1970,2014,3842 NE 92nd St,Seattle,WA 98115,USA,1075000
4,2,2430,1,1430,1000,1960,2012,8019 S 117th St,Seattle,WA 98178,USA,255000
3,2.5,1900,2,1900,0,1993,0,Tolt Pipeline Trail,Bothell,WA 98011,USA,435000
3,2,1660,1,1260,400,1983,2009,13417 110th Pl NE,Kirkland,WA 98034,USA,453000
4,2,1620,2,1620,0,1975,0,23109 125th Ave SE,Kent,WA 98031,USA,260000
4,2,2090,1,2090,0,1951,1999,3738 86th Ave SE,Mercer Island,WA 98040,USA,659000
3,2,1110,1,1110,0,1991,0,22124 112th Pl SE,Kent,WA 98031,USA,223000
5,3.25,3760,2,2550,1210,1984,0,4412 170th Ave SE,Bellevue,WA 98006,USA,851000
3,2.25,2080,1,1530,550,1973,0,2408 178th Ave NE,Redmond,WA 98052,USA,605000
4,2.25,1950,1,1330,620,1947,2012,2220 5th Ave N,Seattle,WA 98109,USA,895000
5,2.25,2570,1,1470,1100,1950,1992,1316 SW 172nd St,Normandy Park,WA 98166,USA,519000
3,1.75,2330,1,1390,940,1983,2009,14506 NE 184th Pl,Woodinville,WA 98072,USA,535000
3,3,3700,2,3700,0,1982,0,3309 S 194th St,SeaTac,WA 98188,USA,489000
3,2.25,1920,1,1520,400,1965,1993,249 S 163rd Pl,Burien,WA 98148,USA,250000
3,2.25,1900,1.5,1200,700,1905,2010,1121 27th Ave,Seattle,WA 98122,USA,580000
4,1.75,1440,1,1440,0,1967,0,10208 NE 26th St,Bellevue,WA 98004,USA,1038000
4,2.25,2940,1,1520,1420,1961,0,15611 72nd Ave NE,Kenmore,WA 98028,USA,605000
4,3.5,2500,2,1810,690,2008,0,7928 150th Ct NE,Redmond,WA 98052,USA,599950
3,2.5,2490,2,2490,0,1993,0,23203 NE 78th Way,Redmond,WA 98053,USA,700000
3,2,1470,1,1470,0,1956,0,13341 12th Ave NE,Seattle,WA 98125,USA,480000
4,2.5,2120,2,2120,0,2002,0,23834 SE 248th Pl,Maple Valley,WA 98038,USA,329950
3,1.75,1200,1,1200,0,1984,0,10858 SE 200th St,Kent,WA 98031,USA,250000
5,2.5,2450,2,2450,0,2002,0,11207 SE 272nd Pl,Kent,WA 98030,USA,345000
4,2.5,1780,2,1780,0,1991,0,2401-2499 S 244th St,Des Moines,WA 98198,USA,175000
5,1,1590,1.5,1090,500,1942,1999,10626 12th Ave SW,Seattle,WA 98146,USA,185000
4,2,2370,2,2370,0,1978,2000,35516 44th Ave S,Auburn,WA 98001,USA,411000
3,1.5,1760,2,1760,0,1922,2008,2314 10th Ave E,Seattle,WA 98102,USA,690000
4,3,1940,1,1940,0,1948,0,15022 25th Ave NE,Shoreline,WA 98155,USA,265000
4,3,3550,1.5,2180,1370,1990,0,17325 102nd Ave NE,Bothell,WA 98011,USA,720000
4,2.5,2050,2,2050,0,2002,0,1327 S 277th Pl,Des Moines,WA 98198,USA,256000
4,2.25,1680,2,1680,0,2002,0,11631 SE 308th Pl,Auburn,WA 98092,USA,255000
3,2.25,1320,2,1320,0,1994,0,3404 E Cherry St,Seattle,WA 98122,USA,540000
3,2.25,1550,2,1550,0,1987,2000,10600-10650 117th Pl NE,Kirkland,WA 98033,USA,481015
3,1.75,2680,1,1590,1090,1974,0,100 Mt Si Pl NW,Issaquah,WA 98027,USA,575000
3,2.5,2390,1,1840,550,1984,0,27622 195th Ave SE,Kent,WA 98042,USA,339950
